LAMBDA,Lx,OBSID,dec,objid,ra,rad,redshift,type
59.84948000000001,1.7706600000000004e+43,0200730101,30.839142502569707,24955,141.4788034179344,56.56606680705636,0.5669503,ext
20.003485,6.69315e+42,0604530101,29.861153219422768,70596,142.0637726580095,67.73523916622253,0.42922878,ext
32.497307,3.80167e+42,0783880501,5.593230996655624,45665,143.2255234135059,56.83057168416781,0.4528745,ext
22.99346,1.09054e+43,0112520101,55.431708451556,145586,143.44103908859344,91.99966120060026,0.5087878,ext
22.093416,2.038310000000001e+42,0085640201,61.44318736615698,89929,144.05395820542998,132.43321690215453,0.38692218,ext
59.89524,4.6243700000000003e+42,0306050201,3.6224011160556575,15414,145.24999307914476,53.486846797716225,0.49234867,ext
27.798777,9.492110000000001e+42,0106460101,47.10487140451875,229566,145.5493797973771,73.33739013912464,0.54386073,ext
22.184946,8.16021e+42,0724030101,9.449658411047439,347756,145.69323339176668,49.514841061659354,0.5621012,ext
34.86183,1.9164200000000002e+43,0201470101,47.910750279781844,21216,145.81628138079995,86.29992191458769,0.43863820000000003,ext
23.588404,4.68611e+43,0553560801,47.24450560465164,36883,146.6579195786523,79.85557126413596,0.48138103,ext
31.566755,7.28947e+42,0206430101,-0.28664018407898684,31101,149.00691313938026,54.49770328924615,0.47772646,ext
20.750978,5.79573e+42,0206430101,-0.2594267164607154,18460,149.1236227808288,51.18752654827858,0.5237890000000001,ext
59.31555,2.44004e+43,0203362201,2.425928035089689,10096,149.44157865750378,54.60780294415599,0.47694117,ext
28.973409999999998,1.98253e+42,0203361801,2.2896646345948986,52747,149.84186603189943,62.382916642627606,0.39524013,ext
21.422197,3.12101e+42,0203361201,2.5561046077174705,110316,150.11266517674346,53.89703120148397,0.48617920000000003,ext
26.547869,2.1918e+43,0503600301,32.784113896838576,31079,150.49205773481,73.48062654953083,0.4001499,ext
20.491644,1.24482e+43,0762920201,2.938508792514168,333579,150.57893932972766,49.07273174940201,0.5592188,ext
21.605257,1.6079100000000005e+45,0112552001,21.85219334980689,116467,154.44483617894727,59.797317599725375,0.46530694,ext
20.415369000000002,7.302590000000002e+42,0148560501,5.4105091310010565,217135,157.6284451502612,51.07664835586547,0.5289908,ext
29.21749,3.82099e+42,0102040301,30.897005293655443,23141,157.7091227744659,74.7169499760389,0.38028783,ext
23.740953,4.09038e+42,0102040301,31.15794317260321,25578,157.81423201377683,79.92637796211284,0.3485581,ext
24.32064200000001,8.971490000000002e+42,0653810501,40.33437546776069,88909,157.82027558420882,73.87866246738213,0.45567214,ext
26.21226,9.496730000000001e+42,0147630101,39.7661518054594,80606,160.38043309639056,67.15616344682758,0.51725745,ext
35.24320200000001,1.3141200000000001e+43,0128531401,21.518240440536605,41150,161.45346339312437,56.06736745268108,0.509359,ext
22.032396,6.751720000000001e+42,0652810201,50.13358718918626,51338,162.59707219592548,90.36524483044559,0.43779743,ext
34.98387,2.4107900000000003e+43,0146990201,44.02913975081195,31456,162.960398307365,82.52115917397305,0.4232584,ext
68.087166,2.904130000000001e+43,0146990201,44.27962875328142,3184,163.09987390332037,76.14091986590665,0.47753376,ext
20.064505,9.31096e+42,0693430401,10.691127633942727,253257,163.1872236878801,52.339905986718804,0.5200904000000001,ext
23.756207999999997,3.70384e+43,0146990201,44.21092548292626,80720,163.2775868113223,75.03001888604786,0.48701120000000003,ext
25.464766,1.53457e+43,0674360101,8.843412986270176,47181,164.94508266145658,62.079594702186114,0.4040784,ext
35.41101,0.0,0103861801,10.908398713454876,27989,165.1376589382151,60.639548213885064,0.4211474,ext
24.213858,3.5919200000000004e+42,0782330301,10.738743791447034,63240,165.16584924622978,61.83346678485577,0.40953429999999996,ext
27.768266999999998,0.0,0301151101,45.81640516053626,38732,165.4831981817249,77.92781523736494,0.48008364,ext
24.290132999999997,0.0,0200080233,6.039249795792045,19840,168.1074658598369,51.06361061438065,0.5300571,ext
21.056078,0.0,0500760101,13.422448342911856,81459,168.3921188639792,56.86425614505879,0.46760353,ext
24.168093,8.97174e+42,0764100601,25.54719447071044,193170,168.63149233786024,54.018651578383015,0.5639576,ext
34.541472999999996,4.07748e+42,0693180201,1.5835821444636382,20808,168.91303547997785,69.6158644420052,0.34063596,ext
21.666276999999997,0.0,0109080801,44.28120557789583,224824,169.04526371390574,68.21025692216836,0.56225985,ext
20.659449,3.172480000000001e+43,0099030101,18.12554749461588,115156,169.33339919247214,51.553595618349846,0.5594409,ext
23.69518900000001,0.0,0111290301,40.28774340520099,106437,169.50043460837242,73.27323785218596,0.46062016,ext
27.158068,2.7755700000000012e+42,0693990201,6.631986747138655,64407,169.8240918256176,55.959157512575075,0.46429247,ext
21.727297,7.7261e+42,0107860201,43.495579233950394,180906,170.0209853409562,66.47012492887825,0.5732403,ext
22.47479,2.58187e+43,0651780401,2.8710804823637366,318646,170.2592126199817,52.00820733235787,0.5125069,ext
36.57039,0.0,0651780401,2.8853582137589204,48110,170.43819867074782,54.22596183279893,0.48208690000000004,ext
20.628939000000006,0.0,0083000301,5.358112543759705,173726,170.7274525251151,52.136032339410576,0.5130163,ext
21.208628,0.0,0112810101,58.6534302094633,64461,172.17822357769901,117.32696094750281,0.40689224,ext
20.796743,9.46807e+42,0550960301,31.05133831034133,232796,173.01020858881833,62.26244676021224,0.49287748,ext
31.582009999999997,1.19372e+43,0200430501,52.97113466171532,54031,173.05684028468707,88.2988008706775,0.49512708,ext
20.827253,0.0,0802860201,0.8612369393162952,179943,173.49746005864228,49.70057629055873,0.54754734,ext
20.125525,3.57725e+43,0601780401,21.776272516480322,116258,174.13053906987602,57.52422034298661,0.49181703,ext
28.103876,4.70932e+42,0556560101,26.889784201348725,10732,175.43457362381542,88.02628447372172,0.29111058,ext
44.808075,7.43733e+42,0655380101,10.406177264252543,10245,175.50217138292666,81.57932726430772,0.28312653,ext
24.122328,8.99747e+42,0005210101,20.240597274951085,77836,175.72110309435763,59.489239313234066,0.4615395000000001,ext
21.483217,3.6180200000000003e+43,0061740101,19.885491609076755,166169,176.24259598103959,54.55586088211248,0.5220259,ext
20.644194,0.0,0047540601,47.54946376401845,218505,176.59217177550119,76.40197298443354,0.51804775,ext
20.903528,1.32503e+43,0044740201,1.6416410829578405,68944,177.54566022842403,57.52224934674359,0.44239366,ext
24.351152,7.28679e+42,0502690601,22.81103516630885,140713,178.4954267544851,58.592705359649244,0.48399177,ext
21.010313,0.0,0827010301,3.5384198311904504,142176,180.0469582329554,56.42536101221367,0.45565692,ext
31.902365000000003,8.85213e+42,0056020701,-3.2550621554411614,59552,180.15469072109767,54.46640249653001,0.47923762,ext
35.395752,4.64231e+42,0056020701,-3.5557867934492617,46954,180.1503032232634,51.97795365861566,0.5134626,ext
23.664679,3.24495e+43,0555060501,30.02826550790989,126937,180.22036408972423,56.92008566319373,0.55453306,ext
27.615717,9.7157e+42,0674660201,-3.3115188818879475,13932,180.45964129804142,70.2948404179665,0.33685985,ext
20.293329999999997,6.71136e+43,0551630301,34.2348075338452,144097,180.44289277286046,61.4698721892978,0.5294418000000001,ext
20.781488,7.01654e+42,0782500201,44.15081442910338,292793,180.84139798042665,69.52409435147047,0.5444184,ext
20.827253,1.45872e+43,0601780801,46.984231112435104,277190,182.05873149381642,74.44943487663522,0.5299058000000001,ext
21.925611,8.51185e+42,0112830201,39.46986027734469,227176,182.55213355572812,62.49122563878018,0.5728554,ext
25.78512000000001,5.09163e+42,0203170101,50.306273933677424,14439,182.80965736663552,108.62560044855627,0.342017,ext
29.354784000000002,3.9492700000000003e+42,0502120101,5.951473241133951,119561,184.70888331065706,52.08188618890972,0.5145858,ext
20.125525,1.4701e+43,0693010401,-3.1010088317862823,86675,185.0364331141872,48.36131143742932,0.57194453,ext
21.940866,5.38491e+42,0650590401,2.5833954716928367,38237,185.68080939225675,75.09302256995625,0.3086879,ext
57.805313,4.31347e+42,0142830101,33.74595853964941,31258,186.46908207845627,63.03161746908472,0.50576097,ext
22.38326,5.69085e+42,0402830101,31.333351749980373,289019,186.75730260043304,56.691048038794634,0.5695520000000001,ext
29.12596,1.04682e+43,0414980101,10.675674594193758,34608,187.1903069327131,56.05890149381594,0.47033128,ext
30.636202,0.0,0306630201,10.977477108056702,16825,187.7151405451534,69.75864721597418,0.3479777,ext
22.398516,6.095320000000001e+42,0551870301,12.60802949721281,110719,188.27014493156696,52.26580301712147,0.5265624,ext
20.857763000000002,1.8025e+42,0403100101,26.57159271944437,297341,188.74852402922286,57.440248347165834,0.5209590000000001,ext
20.400114000000002,7.5575e+42,0722660201,28.880441398924713,296582,188.88381041954585,57.141502141485034,0.54194325,ext
27.325871999999997,6.91992e+42,0111550401,62.12278156156625,102606,188.96096459345586,119.32298101926335,0.46180370000000004,ext
20.903528,2.01978e+42,0403100101,26.64217682413421,35709,189.0054003196046,113.03439373118636,0.21282214,ext
20.995058,0.0,0780291001,13.389825606785012,168132,189.0736871557781,52.35308698047447,0.5277347,ext
25.617314999999998,2.89477e+42,0403100101,26.48144124703759,361705,189.0799929667991,56.16849592214521,0.5380568,ext
26.913988,6.72934e+42,0149900301,18.401424027818766,67524,190.39601075039096,62.50583953955129,0.42347735,ext
23.771463,2.11705e+42,0202180201,33.274353132755124,398136,190.3360305071764,61.80889786528496,0.5164372,ext
110.297676,4.926930000000001e+42,0302581501,16.83940683913422,3950,191.0080477734267,51.178697701504916,0.55963725,ext
27.310616999999997,6.10381e+42,0306680201,67.47643049493907,145064,191.3130035008897,135.50263172299992,0.5130008,ext
20.552664,7.181330000000001e+41,0503610101,5.376107293954469,35265,192.50046985262009,67.99086743035332,0.35341406,ext
25.220685999999997,7.02208e+41,0143150201,26.42121449627353,54899,192.7312527404996,67.89347753935999,0.40905398,ext
20.659449,2.92221e+42,0082990101,15.870715062848447,37714,193.22161266848823,66.72102791259249,0.37977055,ext
29.080194,6.7814e+43,0300530501,27.828704426840268,120437,194.96035609170244,57.52615353563897,0.52861726,ext
25.983435,0.0,0204040101,28.4458271278409,45060,195.1049867499408,70.59791413896619,0.3975087,ext
24.747782,0.0,0136000101,67.4453275566715,38982,195.88453666693843,154.3450681573745,0.42456499999999997,ext
28.36321,1.06398e+43,0017940101,18.144908989854333,113137,196.25862495139043,51.64932099618227,0.5579531,ext
22.38326,5.14881e+42,0201750201,-1.5827525222736285,264012,197.28963907073143,49.50811424262156,0.5509951999999999,ext
26.639398999999997,3.66041e+41,0020540401,32.364829048307364,37702,197.59264284444092,68.40540213344184,0.43935844,ext
42.48932,1.27328e+43,0301340501,57.37044822799278,39358,197.61812267324242,93.06370248540361,0.539579,ext
152.5387,0.0,0653530101,51.817445557395324,16,198.77181588825118,130.84476070365554,0.28025222,ext
52.923719999999996,2.346820000000001e+42,0206180201,65.8148512618946,13775,201.49512250747932,138.24911464857905,0.45197397,ext
21.467962,0.0,0200730201,7.746108241781948,181419,201.63423263295527,50.32893041397983,0.5446578000000001,ext
30.04125800000001,0.0,0405690201,58.58128747261307,72301,202.45392188549118,107.9246587803027,0.45633113,ext
22.001886,9.59177e+42,0112240301,-1.6901803986817483,124755,202.63026812844987,59.740733853755046,0.41946277,ext
20.583174,8.154410000000001e+42,0112240301,-1.8316092093756904,30870,202.94746905950782,75.89667081253992,0.30426243,ext
25.63257,6.07858e+42,0109661001,37.841506677131704,39064,203.74011378153745,81.67565798693204,0.37719515,ext
22.87142,0.0,0655380401,9.06036654408798,65206,204.33670656873082,57.1634919040207,0.45413026,ext
29.781923,0.0,0202460101,-0.042639719585725266,105917,206.0584824156821,54.897409037732814,0.47269085,ext
23.756207999999997,1.91005e+43,0111282601,0.4782192179287884,72610,206.3262877427807,54.78629307153824,0.47410232,ext
20.583174,1.0772e+43,0205190201,26.971229296874608,167202,207.5686262754664,60.74622370848601,0.48231450000000003,ext
20.750978,0.0,0205390301,63.77911800988506,130300,208.3060201221056,114.20706827525464,0.5351001999999999,ext
20.339094,2.90417e+42,0143650801,33.85164974927136,12653,208.51062409727825,145.0842064505423,0.17265737,ext
24.381662,0.0,0112250101,-2.285313865830014,151134,208.64426730605626,50.49562748170047,0.5351774,ext
23.588404,2.64158e+42,0551830201,2.92443918654769,173132,210.1456039833486,49.35659618640784,0.5543289,ext
25.90716,2.62081e+42,0551830201,2.710380672666872,152578,210.32511727029384,51.57310590270754,0.5188282,ext
21.239138,3.10055e+42,0674740101,25.10667773215643,22430,211.55423361281947,119.85019333195623,0.19532652,ext
27.661482,3.06469e+42,0674740101,25.06713768411385,48843,211.47563038579648,66.35748640399015,0.4156435000000001,ext
31.154871000000004,0.0,0503960101,52.80918063915308,72334,211.62592463214568,85.71867559096518,0.51439315,ext
22.642595,1.00963e+43,0092850101,26.321745769101106,169307,212.56086300690282,58.57953001866463,0.5044138,ext
31.200636,1.12304e+43,0765081001,53.5142554872532,83532,212.80771952763126,82.18427896069898,0.56165045,ext
23.023970000000002,1.10955e+43,0722140401,23.277939236555127,124569,213.9132747780091,54.940702060378044,0.5349662,ext
24.091818,0.0,0720111601,25.338431815502204,82821,214.55591314741667,61.73898959661983,0.461733,ext
23.359579999999998,0.0,0109960101,25.146753185498362,139991,214.6018410831706,54.38942125239237,0.5553188,ext
23.17652,7.47547e+42,0112230201,37.91357892598909,208540,216.2974770751325,61.74769173903769,0.56433946,ext
32.268485999999996,1.9081900000000001e+43,0111260701,41.970852953537886,11150,217.81356909106012,77.48327855930484,0.4412042000000001,ext
22.62734,9.460090000000001e+42,0111260701,42.02496568148076,12855,217.75689561152024,77.5928641292353,0.4408566,ext
25.083391,9.58353e+42,0601970101,13.36256338615494,57046,217.90291189419273,61.412143982852285,0.41912356,ext
29.248,4.04756e+42,0790181901,49.068225886061384,19669,218.68516651951958,103.17371326569855,0.35408774,ext
33.229546,3.44257e+42,0790181901,49.10754105725856,40466,218.8678483498282,82.60924521700872,0.48308307,ext
25.556295000000002,7.392490000000002e+42,0110930401,48.710146644486564,55078,218.88932090675254,95.91847880464002,0.38703525,ext
24.168093,7.88769e+42,0405200101,34.27546692277082,140524,219.4597042813627,59.62631450175877,0.55468535,ext
29.903963,6.21188e+42,0405200101,34.3085196283889,7145,219.76393790106857,74.58852853364988,0.401631,ext
37.04329,4.47657e+43,0795711401,12.054122627781465,26000,219.9108661294113,59.62950112453882,0.43366513,ext
29.141214,3.183290000000001e+43,0300210701,3.436064297815358,111304,220.2330454769896,50.32868887141149,0.5386554,ext
28.79035,1.12339e+43,0300210701,3.3263670305038398,156375,220.29433444085763,50.90974821249574,0.5293736,ext
23.451109,3.57779e+43,0651100301,53.32309132753869,85080,220.2480885027309,95.56635004116742,0.44698760000000004,ext
24.900331,6.6098e+42,0504480301,-0.6596740751734135,217660,220.52467676358188,50.47656209795832,0.53489125,ext
28.36321,3.57978e+42,0651890301,1.9179002784824184,69827,221.0684601870421,57.26445000588001,0.44531637,ext
34.099083,2.08692e+42,0651890301,1.9603829634442205,16189,221.1958723808164,59.35190308367737,0.4234059,ext
28.866625,0.0,0651890301,2.0010517678395416,201889,221.31805079744183,48.81324296187586,0.5631440999999999,ext
24.457937,0.0,0150350101,3.3923317429162907,26636,223.46466566343202,66.98190263972492,0.35928598,ext
42.74865,1.02495e+43,0145020101,18.815240482158814,16396,223.7367405848913,61.37141439247671,0.436015,ext
20.308584,8.01834e+42,0783520501,21.426463671309733,139378,224.01703621411664,58.31355777746694,0.48045879999999996,ext
