  OBSID       RA_rm                DEC_rm                 Z                     LAMBDA_CHISQ         MEM_MATCH_ID
  0760540101   34.3997872658575     -3.9457271059166534    0.52699655            41.513000000000005   31129         
  0112371001   34.5134862189464     -4.804559201964495     0.51927185            20.04925             341223        
  0553911301   34.65520141233845    -5.673585870263064     0.2975193             26.730928000000002   10465         
  0404966301   34.774849381106506   -5.569451369653131     0.44735345            22.612085            65760         
  0112370301   35.05905872655375    -4.924306706003351     0.5136367999999999    21.147607999999998   211209        
  0147110201   35.23953381136206    -2.9460575270221674    0.50495344            25.022371            145638        
  0037982601   35.27444603106735    -3.5414460214932983    0.51365983            35.029633000000004   65029         
  0404965401   35.48497083230141    -5.758786801913293     0.26208878            21.117098000000002   20437         
  0785101901   35.519021109570396   -4.550064946885168     0.31039520000000004   24.320642000000003   33512         
  0037980701   35.723606862101235   -3.6041515906560986    0.4364514             23.740953            66811         
  0037980701   35.66743070418926    -3.4137798952703062    0.5511766             24.976606            171281        
  0210490101   35.90809644605208    -4.118967235945623     0.5467273             27.417402000000003   184782        
  0111110401   36.09683455600346    -5.001469493278576     0.40291712            20.461134            125003        
  0780450601   36.09682500670387    -4.721140982012416     0.53483754            25.159666            159156        
  0780450501   36.117949905119346   -4.831172022512663     0.50006837            54.769569999999995   17793         
  0037980301   36.34834975655868    -3.8603374391721403    0.58918196            34.526222            160301        
  0780451201   36.61714129264887    -4.997723957876307     0.37925896            23.985032999999998   34223         
  0404964801   36.75433441647225    -5.663215981457692     0.29327783            25.144410999999998   21551         
  0674810101   37.24557855286884    -8.888207065059476     0.51251125            73.0908              21258         
  0677580139   38.41397675161336    -4.1752788060403665    0.27814183            33.458374            7820          
  0553300401   40.071988768346635   -8.363939623177298     0.52923506            25.44951             313034        
  0151490101   43.180521864921964   -1.244792825336075     0.26653546            24.351152            22914         
  0151490101   43.23808516338389    -1.240458532024431     0.51125324            31.582009999999997   77777         
  0801610101   44.20784514579016    -0.05183658005207136   0.5513411             28.500505            166707        
  0692330401   112.17164172902248   33.83100407491486      0.50097215            55.227219999999996   24726         
  0692330401   112.40497630395129   33.7919697280793       0.51502585            28.408976000000003   140919        
  0503600201   116.81281405556965   30.87640495005441      0.55057573            20.811998000000003   117621        
  0503600201   116.7927708621917    31.127923094941675     0.53018636            28.347956            127765        
  0670040101   118.76405292530501   39.058407746273076     0.34257236            21.071333            36618         
  0763460201   119.98543211082388   15.301180514185418     0.41693136            20.842508            53852         
  0679181401   120.2578356311059    11.150415259834864     0.56501675            21.559492000000002   139356        
  0206100101   121.56562877684028   15.255769969835212     0.44262740000000006   28.3327              64267         
  0404911201   125.411801471784     1.3801647333535307     0.25809896            23.039225            14485         
  0504102001   126.06495279994586   30.118658065127512     0.5155031             21.254393            94547         
  0504102001   126.21284936885523   29.860299378349872     0.5028439             22.84091             108125        
  0103260601   126.6411558916696    26.48714124976412      0.5428048000000001    20.400114000000002   251639        
  0724791331   126.83668523209371   42.21474582117533      0.50531507            21.879847            180326        
  0554540201   127.72574203902798   37.90894534440465      0.5013645             22.886675            177642        
  0502220301   127.80047748684322   52.59588414927166      0.5630129             24.518957            117465        
  0762260101   128.82532978677864   1.9306536094456752     0.40664324            20.964548            69759         
  0650381701   131.4656189860892    29.797794422341546     0.40198845            51.764343            5668          
  0720340301   131.6143603336821    1.4908340036612668     0.4904992             22.41377             166273        
  0720340301   131.7533689825687    1.5325741063516192     0.49953026            25.205431            13621         
  0305480301   133.2286162290897    18.195816960891296     0.26372722            21.376432            32434         
  0305480301   133.2227785423418    18.001844961724068     0.4974785             25.81563             107452        
  0305480301   133.3891772290147    17.823261916679492     0.5216702999999999    22.062905999999998   215120        
  0761500201   133.7678580182531    19.9532985111766       0.48150292            37.13482             39188         
  0085030101   133.82751814884742   58.78817287573465      0.55543125            25.251196            184463        
  0653450501   134.08490062991407   6.076201903771721      0.54861486            30.010748            162525        
  0653450501   134.301848239907     5.899895638738622      0.53549206            27.997090999999998   61878         
  0210280101   134.68302963171774   27.8361739056041       0.57800746            31.82609             116924        
  0653680101   134.95572151156398   57.08999742625731      0.53355426            25.800375            162492        
  0653680101   135.26210563169835   56.99082916295527      0.52988124            28.469995            108574        
  0670880501   136.60804602624756   16.774637588228355     0.4234602             21.773062            18584         
  0670880501   136.5288755188585    16.931967432830564     0.4228018             55.669617            5985          
  0400830301   136.89089742936935   39.598365350373065     0.52736306            21.193373            124465        
  0693662501   137.87943112600047   17.729967154280907     0.4843084             23.283304            34319         
  0673150401   139.0189945438218    29.884301993945503     0.5134825             41.66555             1380          
  0401170101   139.99398977655108   30.530261077303802     0.28613323            26.0292              196           
  0673150201   140.60686508033677   29.86714489613614      0.31296507            23.786718            38145         
  0502920101   140.7040936572574    6.75930412886016       0.42478119999999997   35.731359999999995   47558         
  0553440601   141.14373010442273   30.457127436617643     0.43685743            22.230711            40522         
  0553440601   141.10707351197192   30.51738643521411      0.5385875             20.522154            115293        
  0200730101   141.4788034179344    30.839142502569707     0.5669503             59.84948000000001    24955         
  0604530101   142.0637726580095    29.861153219422768     0.42922878            20.003485            70596         
  0783880501   143.2255234135059    5.593230996655624      0.4528745             32.497307            45665         
  0112520101   143.44103908859344   55.431708451556        0.5087878             22.99346             145586        
  0085640201   144.05395820542998   61.44318736615698      0.38692218            22.093416            89929         
  0306050201   145.24999307914476   3.6224011160556575     0.49234867            59.89524             15414         
  0106460101   145.5493797973771    47.10487140451875      0.54386073            27.798777            229566        
  0724030101   145.69323339176668   9.449658411047439      0.5621012             22.184946            347756        
  0201470101   145.81628138079995   47.910750279781844     0.43863820000000003   34.86183             21216         
  0553560801   146.6579195786523    47.24450560465164      0.48138103            23.588404            36883         
  0206430101   149.00691313938026   -0.28664018407898684   0.47772646            31.566755            31101         
  0206430101   149.1236227808288    -0.2594267164607154    0.5237890000000001    20.750978            18460         
  0203362201   149.44157865750378   2.425928035089689      0.47694117            59.31555             10096         
  0203361801   149.84186603189943   2.2896646345948986     0.39524013            28.973409999999998   52747         
  0203361201   150.11266517674346   2.5561046077174705     0.48617920000000003   21.422197            110316        
  0503600301   150.49205773481      32.784113896838576     0.4001499             26.547869            31079         
  0762920201   150.57893932972766   2.938508792514168      0.5592188             20.491644            333579        
  0112552001   154.44483617894727   21.85219334980689      0.46530694            21.605257            116467        
  0400270101   155.83315167700553   19.67963580679651      0.4503567             30.285337            54965         
  0148560501   157.6284451502612    5.4105091310010565     0.5289908             20.415369000000002   217135        
  0102040301   157.7091227744659    30.897005293655443     0.38028783            29.21749             23141         
  0102040301   157.81423201377683   31.15794317260321      0.3485581             23.740953            25578         
  0653810501   157.82027558420882   40.33437546776069      0.45567214            24.320642000000003   88909         
  0147630101   160.38043309639056   39.7661518054594       0.51725745            26.21226             80606         
  0128531401   161.45346339312437   21.518240440536605     0.509359              35.243202000000004   41150         
  0652810201   162.59707219592548   50.13358718918626      0.43779743            22.032396            51338         
  0146990201   162.960398307365     44.02913975081195      0.4232584             34.98387             31456         
  0146990201   163.09987390332037   44.27962875328142      0.47753376            68.087166            3184          
  0693430401   163.1872236878801    10.691127633942727     0.5200904000000001    20.064505            253257        
  0146990201   163.2775868113223    44.21092548292626      0.48701120000000003   23.756207999999997   80720         
  0674360101   164.94508266145658   8.843412986270176      0.4040784             25.464766            47181         
  0103861801   165.1376589382151    10.908398713454876     0.4211474             35.41101             27989         
  0782330301   165.16584924622978   10.738743791447034     0.40953429999999996   24.213858            63240         
  0301151101   165.4831981817249    45.81640516053626      0.48008364            27.768266999999998   38732         
  0200080233   168.1074658598369    6.039249795792045      0.5300571             24.290132999999997   19840         
  0500760101   168.3921188639792    13.422448342911856     0.46760353            21.056078            81459         
  0764100601   168.63149233786024   25.54719447071044      0.5639576             24.168093            193170        
  0693180201   168.91303547997785   1.5835821444636382     0.34063596            34.541472999999996   20808         
  0109080801   169.04526371390574   44.281205577895825     0.56225985            21.666276999999997   224824        
  0099030101   169.33339919247214   18.12554749461588      0.5594409             20.659449            115156        
  0111290301   169.50043460837242   40.28774340520099      0.46062016            23.695189000000003   106437        
  0693990201   169.82409182561761   6.631986747138655      0.46429247            27.158068            64407         
  0107860201   170.0209853409562    43.495579233950394     0.5732403             21.727297            180906        
  0651780401   170.2592126199817    2.8710804823637366     0.5125069             22.47479             318646        
  0651780401   170.43819867074782   2.8853582137589204     0.48208690000000004   36.57039             48110         
  0083000301   170.7274525251151    5.358112543759705      0.5130163             20.628939000000003   173726        
  0112810101   172.17822357769901   58.6534302094633       0.40689224            21.208628            64461         
  0550960301   173.01020858881833   31.05133831034133      0.49287748            20.796743            232796        
  0200430501   173.05684028468707   52.97113466171532      0.49512708            31.582009999999997   54031         
  0802860201   173.49746005864228   0.8612369393162952     0.54754734            20.827253            179943        
  0601780401   174.13053906987602   21.77627251648032      0.49181703            20.125525            116258        
  0556560101   175.43457362381545   26.889784201348725     0.29111058            28.103876            10732         
  0655380101   175.50217138292666   10.406177264252543     0.28312653            44.808075            10245         
  0005210101   175.72110309435763   20.240597274951085     0.46153950000000005   24.122328            77836         
  0061740101   176.2425959810396    19.885491609076755     0.5220259             21.483217            166169        
  0047540601   176.59217177550119   47.54946376401845      0.51804775            20.644194            218505        
  0044740201   177.54566022842403   1.6416410829578405     0.44239366            20.903528            68944         
  0502690601   178.4954267544851    22.81103516630885      0.48399177            24.351152            140713        
  0827010301   180.0469582329554    3.5384198311904504     0.45565692            21.010313            142176        
  0056020701   180.15469072109767   -3.2550621554411614    0.47923762            31.902365000000003   59552         
  0056020701   180.1503032232634    -3.555786793449262     0.5134626             35.395752            46954         
  0555060501   180.22036408972423   30.02826550790989      0.55453306            23.664679            126937        
  0674660201   180.45964129804142   -3.3115188818879475    0.33685985            27.615717            13932         
  0551630301   180.44289277286052   34.2348075338452       0.5294418000000001    20.293329999999997   144097        
  0782500201   180.84139798042665   44.15081442910338      0.5444184             20.781488            292793        
  0601780801   182.05873149381642   46.984231112435104     0.5299058000000001    20.827253            277190        
  0112830201   182.55213355572812   39.46986027734469      0.5728554             21.925611            227176        
  0203170101   182.80965736663552   50.30627393367743      0.342017              25.785120000000003   14439         
  0502120101   184.70888331065706   5.951473241133951      0.5145858             29.354784000000002   119561        
  0693010401   185.0364331141872    -3.1010088317862823    0.57194453            20.125525            86675         
  0650590401   185.68080939225675   2.5833954716928367     0.3086879             21.940866            38237         
  0142830101   186.46908207845627   33.74595853964941      0.50576097            57.805313            31258         
  0402830101   186.75730260043304   31.333351749980373     0.5695520000000001    22.38326             289019        
  0414980101   187.1903069327131    10.675674594193758     0.47033128            29.12596             34608         
  0306630201   187.7151405451534    10.977477108056702     0.3479777             30.636202            16825         
  0551870301   188.27014493156696   12.60802949721281      0.5265624             22.398516            110719        
  0403100101   188.74852402922286   26.57159271944437      0.5209590000000001    20.857763000000002   297341        
  0722660201   188.88381041954585   28.880441398924713     0.54194325            20.400114000000002   296582        
  0111550401   188.96096459345586   62.12278156156625      0.46180370000000004   27.325871999999997   102606        
  0403100101   189.0054003196046    26.64217682413421      0.21282214            20.903528            35709         
  0780291001   189.0736871557781    13.389825606785012     0.5277347             20.995058            168132        
  0403100101   189.0799929667991    26.48144124703759      0.5380568             25.617314999999998   361705        
  0149900301   190.39601075039096   18.401424027818766     0.42347735            26.913988            67524         
  0202180201   190.3360305071764    33.274353132755124     0.5164372             23.771463            398136        
  0302581501   191.0080477734267    16.83940683913422      0.55963725            110.297676           3950          
  0306680201   191.3130035008897    67.47643049493907      0.5130008             27.310616999999997   145064        
  0503610101   192.50046985262006   5.376107293954469      0.35341406            20.552664            35265         
  0143150201   192.73125274049957   26.42121449627353      0.40905398            25.220685999999997   54899         
  0082990101   193.22161266848823   15.870715062848447     0.37977055            20.659449            37714         
  0300530501   194.96035609170244   27.828704426840268     0.52861726            29.080194            120437        
  0204040101   195.10498674994082   28.4458271278409       0.3975087             25.983435            45060         
  0136000101   195.88453666693843   67.4453275566715       0.42456499999999997   24.747782            38982         
  0017940101   196.25862495139037   18.144908989854333     0.5579531             28.36321             113137        
  0201750201   197.28963907073143   -1.5827525222736285    0.5509951999999999    22.38326             264012        
  0020540401   197.59264284444092   32.364829048307364     0.43935844            26.639398999999997   37702         
  0301340501   197.61812267324242   57.37044822799278      0.539579              42.48932             39358         
  0653530101   198.77181588825118   51.817445557395324     0.28025222            152.5387             16            
  0206180201   201.49512250747932   65.8148512618946       0.45197397            52.923719999999996   13775         
  0200730201   201.63423263295527   7.746108241781948      0.5446578000000001    21.467962            181419        
  0405690201   202.45392188549118   58.58128747261307      0.45633113            30.041258000000003   72301         
  0112240301   202.63026812844987   -1.6901803986817483    0.41946277            22.001886            124755        
  0112240301   202.94746905950782   -1.8316092093756904    0.30426243            20.583174            30870         
  0109661001   203.74011378153745   37.841506677131704     0.37719515            25.63257             39064         
  0655380401   204.33670656873082   9.06036654408798       0.45413026            22.87142             65206         
  0202460101   206.0584824156821    -0.042639719585725266  0.47269085            29.781923            105917        
  0111282601   206.3262877427807    0.4782192179287884     0.47410232            23.756207999999997   72610         
  0205190201   207.5686262754664    26.971229296874608     0.48231450000000003   20.583174            167202        
  0205390301   208.3060201221056    63.77911800988506      0.5351001999999999    20.750978            130300        
  0143650801   208.51062409727825   33.85164974927136      0.17265737            20.339094            12653         
  0112250101   208.64426730605626   -2.285313865830014     0.5351774             24.381662            151134        
  0551830201   210.1456039833486    2.92443918654769       0.5543289             23.588404            173132        
  0551830201   210.32511727029382   2.710380672666872      0.5188282             25.90716             152578        
  0674740101   211.55423361281947   25.10667773215643      0.19532652            21.239138            22430         
  0674740101   211.47563038579648   25.06713768411385      0.41564350000000005   27.661482            48843         
  0503960101   211.62592463214568   52.80918063915308      0.51439315            31.154871000000004   72334         
  0092850101   212.56086300690282   26.321745769101106     0.5044138             22.642595            169307        
  0765081001   212.80771952763126   53.5142554872532       0.56165045            31.200636            83532         
  0145480101   213.53022041588258   -0.2827808679095365    0.5337446             24.351152            124159        
  0722140401   213.9132747780091    23.277939236555127     0.5349662             23.023970000000002   124569        
  0720111601   214.55591314741667   25.338431815502204     0.461733              24.091818            82821         
  0109960101   214.6018410831706    25.146753185498362     0.5553188             23.359579999999998   139991        
  0112230201   216.2974770751325    37.91357892598909      0.56433946            23.17652             208540        
  0111260701   217.81356909106012   41.970852953537886     0.44120420000000005   32.268485999999996   11150         
  0111260701   217.75689561152024   42.02496568148076      0.4408566             22.62734             12855         
  0601970101   217.90291189419273   13.36256338615494      0.41912356            25.083391            57046         
  0790181901   218.68516651951958   49.068225886061384     0.35408774            29.248               19669         
  0790181901   218.8678483498282    49.10754105725856      0.48308307            33.229546            40466         
  0110930401   218.88932090675254   48.710146644486564     0.38703525            25.556295000000002   55078         
  0405200101   219.4597042813627    34.27546692277082      0.55468535            24.168093            140524        
  0405200101   219.76393790106857   34.3085196283889       0.401631              29.903963            7145          
  0795711401   219.9108661294113    12.054122627781465     0.43366513            37.04329             26000         
  0300210701   220.2330454769896    3.436064297815358      0.5386554             29.141214            111304        
  0300210701   220.29433444085763   3.3263670305038398     0.5293736             28.79035             156375        
  0651100301   220.2480885027309    53.323091327538684     0.44698760000000004   23.451109            85080         
  0504480301   220.52467676358188   -0.6596740751734135    0.53489125            24.900331            217660        
  0651890301   221.0684601870421    1.9179002784824184     0.44531637            28.36321             69827         
  0651890301   221.1958723808164    1.9603829634442205     0.4234059             34.099083            16189         
  0651890301   221.31805079744183   2.0010517678395416     0.5631440999999999    28.866625            201889        
  0150350101   223.46466566343196   3.3923317429162907     0.35928598            24.457937            26636         
  0145020101   223.7367405848913    18.815240482158814     0.436015              42.74865             16396         
  0783520501   224.01703621411664   21.426463671309737     0.48045879999999996   20.308584            139378        
  0670300101   224.060399938808     24.727932656227765     0.5037318000000001    45.586075            44007         
  0401270301   224.64346448899656   49.64666985857275      0.4952388             26.0292              120449        
  0300320101   228.24705603479183   0.2278670230341811     0.22290704            20.247564            7843          
  0741300101   229.00791814164106   55.42703382724614      0.36922140000000003   32.970215            19466         
  0744930401   229.259819369765     6.799637734788267      0.53103286            28.180151000000002   91019         
  0693661101   229.56353708416577   29.285977182769265     0.55173427            37.882317            46938         
  0018741001   229.66908370188355   6.2383648710903294     0.103277326           55.684868            568           
  0693661101   229.80308880275413   29.55321772709691      0.5151918             22.291729999999998   181766        
  0723801501   230.5740853495985    7.621769082308585      0.5226581             25.525785            152598        
  0550360101   230.71608739549083   8.695833644276554      0.31972268            26.166494            21378         
  0783881201   231.7661567253632    54.10694288553398      0.4748549             23.20703             102337        
  0740620301   235.03740573692954   17.10072920887513      0.5512439             20.949293            196788        
  0060370901   235.93190076896406   53.95492221972125      0.5256783             21.345922            103516        
  0060370901   236.08459109375656   53.91975858790575      0.49188173            34.007553            44949         
  0655380901   236.5058549499761    2.5650414089546807     0.53576005            50.147316            41882         
  0655380901   236.59702795159671   2.3952501468881944     0.44189880000000004   23.939268            117257        
  0790380901   239.0053400270721    11.347962595077009     0.52233374            20.07976             326846        
  0693661301   239.1021348914031    44.76933919136621      0.47049004            41.6808              27718         
  0694440501   239.81763313198243   27.193502742647176     0.503754              44.121596999999994   63711         
  0744290201   240.0056669840196    34.942406842024376     0.4951788             24.290132999999997   83501         
  0743350501   242.91845149673858   51.26981132601224      0.34987290000000004   26.898733            8823          
  0103460801   244.222189850356     12.247732040498676     0.43220612            20.232310000000002   128915        
  0784521701   246.3856175684744    39.1779810773526       0.50897205            26.349553999999998   87721         
  0784521101   246.50989943198934   39.36637156865386      0.37153244            20.07976             54445         
  0784521101   246.65947210384635   39.63016365499474      0.49392763            20.888273            140841        
  0505011201   246.78818900202      34.91215392975904      0.5555948             33.382095            93205         
  0723801201   247.15978793228302   39.39096304064545      0.51576024            22.047651000000002   116210        
  0723801201   247.23530274215344   39.529668903500976     0.39301324            40.475662            11397         
  0033540901   248.2143271232269    37.64976629950851      0.56996554            20.247564            194631        
  0556210301   248.48531190462367   33.377074733333416     0.41612938            43.969048            11795         
  0723260201   250.20602226604646   43.64761132068576      0.48848772            24.198603            282728        
  0605000501   250.28680819962742   46.76787016274995      0.48831220000000003   22.99346             80950         
  0603500701   250.8609490037218    39.512081448622716     0.35636222            23.23754             54257         
  0652570201   253.31129686038472   39.786805889250424     0.5273164             23.405344            195841        
  0673510601   254.5340369208759    35.526116037229954     0.50373995            20.01874             132394        
  0672910101   255.664769741942     33.69443604198769      0.56613123            28.058111            22258         
  0693180901   260.68503011641184   32.297936368916524     0.4883452999999999    20.781488            41088         
  0404190101   327.56439527030136   -5.880236790501278     0.5305631             20.247564            201906        
  0744390301   327.596247507672     -7.5918696529842045    0.53901434            26.944498            148131        
  0603590101   327.6565819842102    -5.684316036696651     0.4183768             24.595232            130025        
  0111270101   328.53155899254295   17.55824364001845      0.24608916            20.811998000000003   9275          
  0654440101   329.1830869849132    -7.739761958157902     0.47404589999999996   21.071333            195443        
  0404450101   330.92996058382033   18.933935557491935     0.34751457            22.8104              37729         
  0693010601   332.9158103289806    -3.7136017097031315    0.49576908            20.903528            93096         
  0401920101   335.8109623440462    -1.6601866177431568    0.28937566            29.766668            7113          
  0762470101   336.5299511335131    17.320787247977474     0.35432866            20.567919            53666         
  0206400101   340.47301247070715   29.69379384041688      0.40828592            30.681966999999997   38093         
  0206400101   340.77134212862615   29.808599274418174     0.4443268             24.046053            41476         
  0670130801   340.7909466041131    29.662242574218375     0.54490215            24.274878            73042         
  0503490201   340.93467568229977   -9.435329220119053     0.43235013            22.230711            126870        
  0762871101   344.13975116162993   5.4311206619249175     0.16949223            22.673105            164           
  0743900401   346.7108460746544    -5.051456804794976     0.5565150999999999    25.312216            173494        
  0161560141   347.5405149882856    -6.708513971699258     0.36808655            38.065376            8473          
  0604060101   347.61442553563865   21.435705893984228     0.5682590999999999    32.009147999999996   211983        
  0502500101   348.00531005166533   18.67643814431989      0.4440076             22.154435999999997   31541         
  0502500101   348.0316291560469    18.76152682889216      0.39166617            24.976606            58930         
  0501110101   348.7684433130986    -2.340527023643932     0.51995647            29.812433000000002   78976         
  0745320101   349.19417309738145   1.8117517338850824     0.5269583999999999    20.522154            248678        
  0762260301   350.76188143101706   -1.0453513362367866    0.36408368            21.284903            61324         
  0204180101   350.87965639978813   16.712846998147178     0.44882440000000007   20.796743            52768         
  0553870101   351.3079227859443    28.529805625196254     0.5469841             21.986631            493629        
  0302820101   352.12661794885736   5.432251966235999      0.5554576999999999    57.073074            34839         
  0502430301   352.19984623786314   15.023088472182165     0.5779168             29.446314            183736        
  0502430301   352.36207609141366   15.090184304643907     0.51297903            25.434256            187983        
  0673002341   352.59832325570954   -0.4275916067986517    0.5119646             24.427426999999998   148998        
  0303560901   353.04258152813844   28.761907811521354     0.50195867            27.951326            108061        
  0147580301   352.9949559147961    19.599402386166343     0.36438605            20.01874             55415         
  0790800101   354.75821022855575   -5.441957832161092     0.46395373            40.246834            33746         
  0790800101   354.9023807375305    -5.736436451496545     0.47038054            34.541472999999996   26008         
  0693010801   355.3698651503677    -8.997679116092359     0.5599064             20.14078             471117        
  0152860101   356.92239742516716   -2.419208725731605     0.43021217            20.827253            144744        
  0152860101   356.81321002178686   -2.1654253729546062    0.4857518             20.38486             178445        
  0655380201   357.3481740020626    2.2161070679349346     0.41757116            39.484085            21682         
  0203390801   357.9361999872503    20.778858171838472     0.47219083            32.863426000000004   63047         
  0111530101   219.66137907558232   64.39091867375922      0.14111462            31.414206            3633          
  0066950201   174.79166967930217   17.061727036514807     0.29298607            42.13845             3893          
  0650384901   353.56451363015054   7.597035060787313      0.37266624            53.289840000000005   5151          
  0677600137   37.99879424672428    -5.736739411387163     0.34813845            33.290565            12193         
  0556213801   229.74224055334443   54.0129116163027       0.29413965            30.758242            18363         
  0650382801   231.63966279177743   16.654895258583032     0.47587472            36.84498             29501         
  0149880101   227.4107629240037    33.48715755400205      0.39619590000000005   20.156034            29721         
  0153220301   186.36264311218457   20.79447441777064      0.3527004             23.740953            32150         
  0044740201   177.6196343204374    1.9101651907538055     0.45537594            32.573586            36184         
  0201900101   0.9001656109351188   2.245819126245261      0.41438153            30.132788            36804         
  0747410138   21.7993047928112     -0.10314843113529264   0.40841463            29.18698             40440         
  0200730301   20.27139128077482    3.8039889249662284     0.33171597            24.854567000000003   43877         
  0203450101   134.6056889773521    13.953555275882778     0.498795              32.131187            45193         
  0605391501   118.07153897220141   20.587226313934387     0.39436164            20.888273            50382         
  0111970701   174.61320601299266   3.3436329625652323     0.39163208            23.725698            55373         
  0783272801   347.83948095322785   10.129193291784034     0.51727617            33.351585            64209         
  0694580101   334.96431755732164   12.022837399489406     0.5043488             26.608889            95002         
  0312190101   14.954689594265005   31.79261135553337      0.48392546            25.007116            95340         
  0106061101   187.72720862000043   16.021084890020248     0.55925167            35.76187             100455        
  0203980101   29.23007951696837    32.16254141753459      0.45501032            22.017141            113769        
  0744220301   178.37875395417197   46.25761738224916      0.5323102             27.066538            124284        
  0065140201   10.638792557292037   -9.746699971945404     0.44918776            23.359579999999998   124305        
  0556212101   159.60193865131663   58.89347482177765      0.44381517            26.18175             124994        
  0143650701   233.04817867560516   24.005144844952284     0.5530793             20.644194            146297        
  0691010901   246.1569646309156    39.32032979105225      0.5471050000000001    25.861395            146632        
  0677182201   336.49422892672436   -6.495323979682662     0.56704706            31.139615999999997   170937        
  0693540601   28.171936758068398   12.81253253896374      0.55107796            25.159666            194801        
